Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,Season,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA
2016-02-21,Utrecht,Willem II,2,1,H,1.65,3.8,5.0,2015,,,,,,,,,,,,,,,
2016-02-21,Ajax,Excelsior,3,0,H,1.17,7.0,15.0,2015,,,,,,,,,,,,,,,
2016-02-21,Feyenoord,Roda,1,1,D,1.44,4.33,8.0,2015,,,,,,,,,,,,,,,
2016-02-26,Excelsior,Nijmegen,2,0,H,2.4,3.4,2.8,2015,,,,,,,,,,,,,,,
2016-02-27,Cambuur,Zwolle,1,0,H,3.3,3.6,2.05,2015,,,,,,,,,,,,,,,
2016-02-27,PSV Eindhoven,Den Haag,2,0,H,1.29,5.75,9.0,2015,,,,,,,,,,,,,,,
2016-02-27,Twente,Groningen,2,0,H,1.67,3.8,5.0,2015,,,,,,,,,,,,,,,
2016-02-27,Vitesse,Willem II,0,1,A,1.5,4.0,7.0,2015,,,,,,,,,,,,,,,
2016-02-28,Ajax,AZ Alkmaar,4,1,H,1.7,3.8,4.75,2015,,,,,,,,,,,,,,,
2016-02-28,Graafschap,Heerenveen,0,1,A,3.25,3.6,2.1,2015,,,,,,,,,,,,,,,
2016-02-28,Heracles,Roda,0,5,A,2.0,3.4,3.75,2015,,,,,,,,,,,,,,,
2016-02-28,Utrecht,Feyenoord,1,2,A,2.3,3.4,3.0,2015,,,,,,,,,,,,,,,
2016-03-04,Den Haag,Twente,2,1,H,2.5,3.4,2.7,2015,,,,,,,,,,,,,,,
2016-03-05,Heerenveen,Utrecht,0,4,A,2.38,3.4,2.88,2015,,,,,,,,,,,,,,,
2016-03-05,Zwolle,Graafschap,2,1,H,1.62,4.0,5.0,2015,,,,,,,,,,,,,,,
2016-03-05,Groningen,PSV Eindhoven,0,3,A,7.0,4.0,1.5,2015,,,,,,,,,,,,,,,
2016-03-06,AZ Alkmaar,Excelsior,2,0,H,1.36,5.0,7.5,2015,,,,,,,,,,,,,,,
2016-03-06,Feyenoord,Cambuur,3,1,H,1.36,5.0,7.5,2015,,,,,,,,,,,,,,,
2016-03-06,Nijmegen,Heracles,1,0,H,2.0,3.6,3.5,2015,,,,,,,,,,,,,,,
2016-03-06,Roda,Vitesse,1,2,A,3.4,3.3,2.15,2015,,,,,,,,,,,,,,,
2016-03-06,Willem II,Ajax,0,4,A,4.33,3.6,1.8,2015,,,,,,,,,,,,,,,
2016-03-11,Graafschap,Roda,3,0,H,2.75,3.5,2.4,2015,,,,,,,,,,,,,,,
2016-03-12,PSV Eindhoven,Heerenveen,1,1,D,1.22,5.75,13.0,2015,,,,,,,,,,,,,,,
2016-03-12,Excelsior,Groningen,2,1,H,2.5,3.4,2.7,2015,,,,,,,,,,,,,,,
2016-03-12,Twente,Zwolle,2,1,H,1.95,3.8,3.5,2015,,,,,,,,,,,,,,,
2016-03-12,Willem II,AZ Alkmaar,0,2,A,3.5,3.4,2.05,2015,,,,,,,,,,,,,,,
